Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Dirk Lippits,M,Netherlands,NED,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Aleksandr Litvinchev,M,Russia,RUS,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Lo Wai,M,Hong Kong,HKG,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Stefan Locher,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Glen Loftus,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
Brendan Long,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Double Sculls,No medal
Carlos Prez,M,Spain,ESP,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Elia Luini,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Luo Xiuhua,F,China,CHN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Carolina Lthi,F,Switzerland,SUI,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Manuela Lutze,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,Gold
Oleh Lykov,M,Ukraine,UKR,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,Bronze
Samuel Lynch,M,Ireland,IRL,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Katherine Mackenzie,F,United States,USA,2004,Athina,Rowing,Rowing Women's Coxless Pairs,No medal
Camelia Macoviciuc-mihalcea,F,Romania,ROU,2004,Athina,Rowing,Rowing Women's Double Sculls,No medal
Jean-Baptiste Macquet,M,France,FRA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Juliusz Madecki,M,Austria,AUT,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Tim Maeyens,M,Belgium,BEL,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Samantha Magee,F,United States,USA,2004,Athina,Rowing,Rowing Women's Coxed Eights,Silver
Jakub Makovika,M,Czech Republic,CZE,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Tim Male,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Vclav Maleek,M,Czech Republic,CZE,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Jonathan Mandick,M,Canada,CAN,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Anala Marn,F,Argentina,ARG,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Miglena Markova,F,Bulgaria,BUL,2004,Athina,Rowing,Rowing Women's Double Sculls,No medal
Darcy Marquardt,F,Canada,CAN,2004,Athina,Rowing,Rowing Women's Coxless Pairs,No medal
Ismaray Arias,F,Cuba,CUB,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Donna Martin,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Double Sculls,No medal
Yosbel Hechevarra,M,Cuba,CUB,2004,Athina,Rowing,Rowing Men's Double Sculls,No medal
Mara Rivero,F,Spain,ESP,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Bruno Antunes,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
Daniel Mstcan,M,Romania,ROU,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Sergey Matveyev,M,Russia,RUS,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Svitlana (-pachkun),F,Ukraine,UKR,2004,Athina,Rowing,Rowing Women's Double Sculls,No medal
David Mcgowan,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Michael Mckay,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
Roslyn Mcleod,F,Canada,CAN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Danil Mensch,M,Netherlands,NED,2004,Athina,Rowing,Rowing Men's Coxed Eights,Silver
Larisa Merk,F,Russia,RUS,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Carl Meyer,M,New Zealand,NZL,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Adam Michlek,M,Czech Republic,CZE,2004,Athina,Rowing,Rowing Men's Coxless Pairs,No medal
Anna Mickelson-cummins,F,United States,USA,2004,Athina,Rowing,Rowing Women's Coxed Eights,Silver
Petar Milin,M,Croatia,CRO,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Fiona Milne,F,Canada,CAN,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Eva Sola,F,Spain,ESP,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Davor Mizerit,M,Slovenia,SLO,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Ilona Mokronowska,F,Poland,POL,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Marcos Morales,M,Argentina,ARG,2004,Athina,Rowing,Rowing Men's Coxless Pairs,No medal
Nicola Moriconi,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Andranne Morin,F,Canada,CAN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Carlo Mornati,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Niccol Mornati,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Donatien Mortelette,M,France,FRA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Wolfgang Moser,M,United States,USA,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Doaa Moussa,F,Egypt,EGY,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Alison Mowbray,F,Great Britain,GBR,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,Silver
Stephan Mlvig,M,Denmark,DEN,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
Mu Suli,F,China,CHN,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Martin Mller-falcke,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Gheorghia Munteanu,M,Romania,ROU,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Eric Murray,M,New Zealand,NZL,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Walter Naneder,M,Argentina,ARG,2004,Athina,Rowing,Rowing Men's Coxless Pairs,No medal
Tatyana Narelik,F,Belarus,BLR,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Ruslan Naurzaliyev,M,Uzbekistan,UZB,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Goran Nedeljkovi,M,Serbia and Montenegro,SCG,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Karel Jr.,M,Czech Republic,CZE,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Lianne Nelson-bennion,F,United States,USA,2004,Athina,Rowing,Rowing Women's Coxed Eights,Silver
Sally Newmarch,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Nguyn Th,F,Vietnam,VIE,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Majbrit Nielsen,F,Denmark,DEN,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Phuttharaksa Nikree,F,Thailand,THA,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Anderson Nocetti,M,Brazil,BRA,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Dariusz Nowak,M,Poland,POL,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Henry Nuzum,M,United States,USA,2004,Athina,Rowing,Rowing Men's Double Sculls,No medal
Olena (senkiv-),F,Ukraine,UKR,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Elisabeta Oleniuc-lip,F,Romania,ROU,2004,Athina,Rowing,Rowing Women's Coxed Eights,Gold
Catriona Oliver-sens,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Aline Clauzier,F,Mexico,MEX,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Britta Oppelt,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Double Sculls,Silver
Niall O'toole,M,Ireland,IRL,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Dan Ouseley,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Sarah Outhwaite-tait,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Luca Palermo,F,Argentina,ARG,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Paulose Kunnel,M,India,IND,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Sarah Pape,F,Canada,CAN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Ioana Papuc-rotaru,F,Romania,ROU,2004,Athina,Rowing,Rowing Women's Coxed Eights,Gold
Matija Pavi,M,Slovenia,SLO,2004,Athina,Rowing,Rowing Men's Coxless Pairs,No medal
Dorthe (-thanning),F,Denmark,DEN,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Marco Penna,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Frdric Perrier,M,France,FRA,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Anthony Perrot,M,France,FRA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Leonardo Pettinari,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Julien Peudecoeur,M,France,FRA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Xavier Philippe,M,France,FRA,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Matthew Pinsent,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Coxless Fours,Gold
Valerio Pinton,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Constana Pipot-burcic,F,Romania,ROU,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,Gold
Miha Pirih,M,Slovenia,SLO,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Toma Pirih,M,Slovenia,SLO,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Andrey Pleshkov,M,Belarus,BLR,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
ubo Podstupka,M,Slovakia,SVK,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Vasilios Polymeros,M,Greece,GRE,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
Lorenzo Porzio,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Coxless Fours,Bronze
Jeffrey Powell,M,Canada,CAN,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Brian Price,M,Canada,CAN,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Anja Pyritz,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Rasmus Hansen,M,Denmark,DEN,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Simone Raineri,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Juliane Rasmussen,F,Denmark,DEN,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Mads (-kirke),M,Denmark,DEN,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Jason Read,M,United States,USA,2004,Athina,Rowing,Rowing Men's Coxed Eights,Gold
Jos Peyrua,M,Uruguay,URU,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Daniela Reimer,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,Silver
Mnika Remsei,F,Hungary,HUN,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Stuart Reside,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
Christina Rindom,F,Denmark,DEN,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Bastien Ripoll,M,France,FRA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Rocio Trappe,F,Paraguay,PAR,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Sally Robbins,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Victoria Roberts,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Jane Robinson,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Double Sculls,No medal
Valery Rodevich,M,Belarus,BLR,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Rebecca Romero,F,Great Britain,GBR,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,Silver
Olena Ronzhyna-morozova,F,Ukraine,UKR,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Artur Rozalski,M,Poland,POL,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Gregory Ruckman,M,United States,USA,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Michael Ruhe,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Annina Ruppel,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Benjamin Rutledge,M,Canada,CAN,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Katrin Rutschow-stomporowski,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Single Sculls,Gold
Sebastian Sageder,M,Austria,AUT,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Maria Sakellaridou,F,Greece,GRE,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Gustavo Ramrez,M,Peru,PER,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Kelly Salchow,F,United States,USA,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Leandro Rattaro,M,Uruguay,URU,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Artour Samsonov,M,United States,USA,2004,Athina,Rowing,Rowing Men's Coxless Pairs,No medal
Olga Samulenkova,F,Russia,RUS,2004,Athina,Rowing,Rowing Women's Double Sculls,No medal
Maria Sancassani,F,Italy,ITA,2004,Athina,Rowing,Rowing Women's Double Sculls,No medal
Alessio Sartori,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Double Sculls,Bronze
Valery Sarychev,M,Russia,RUS,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Rebecca Sattin,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,Bronze
Aleksandr Savin,M,Russia,RUS,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Jan Schindler,M,Czech Republic,CZE,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Lisa Schlenker,F,United States,USA,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Susanne Schmidt,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Enrico Schnabel,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Christian Schreiber,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Double Sculls,No medal
James Schroeder,M,United States,USA,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Sebastian Schulte,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Axel Schuster,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Robert Sens,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Anna Sergeyeva,F,Russia,RUS,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Leonid Shaposhnykov,M,Ukraine,UKR,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,Bronze
Stanislav Shcherbachenya,M,Belarus,BLR,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Pavel Shurmey,M,Belarus,BLR,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Einaras Iaudvytis,M,Lithuania,LTU,2004,Athina,Rowing,Rowing Men's Double Sculls,No medal
Sarah Siegelaar,F,Netherlands,NED,2004,Athina,Rowing,Rowing Women's Coxed Eights,Bronze
Ulf Siemes,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Wolfgang Sigl,M,Austria,AUT,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Andrei Ilin,M,Estonia,EST,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Phil Simmons,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Diederik Simon,M,Netherlands,NED,2004,Athina,Rowing,Rowing Men's Coxed Eights,Silver
Nils-Torolv Simonsen,M,Norway,NOR,2004,Athina,Rowing,Rowing Men's Double Sculls,No medal
Nika Skelin,M,Croatia,CRO,2004,Athina,Rowing,Rowing Men's Coxless Pairs,Silver
Sinia Skelin,M,Croatia,CRO,2004,Athina,Rowing,Rowing Men's Coxless Pairs,Silver
Nikolaos Skiathitis,M,Greece,GRE,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
Kent Smack,M,United States,USA,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Matt Smith,M,United States,USA,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Rafa Smoliski,M,Poland,POL,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Marlies Smulders,F,Netherlands,NED,2004,Athina,Rowing,Rowing Women's Coxed Eights,Bronze
Ivo Snijders,M,Netherlands,NED,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
So Wah,M,Hong Kong,HKG,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Jos Jnior,M,Brazil,BRA,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Daniel Bertoni,M,Paraguay,PAR,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Luka Pik,M,Slovenia,SLO,2004,Athina,Rowing,Rowing Men's Double Sculls,Silver
Nikolay Spinev,M,Russia,RUS,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,Gold
Gregor Sranjek,M,Slovenia,SLO,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Thomas Stallard,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Joseph Stankevicius,M,Canada,CAN,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Micha Stawowski,M,Poland,POL,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Romina Stefancic,F,Canada,CAN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Matteo Stefanini,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Mladen Stegi,M,Serbia and Montenegro,SCG,2004,Athina,Rowing,Rowing Men's Coxless Pairs,No medal
Geoffrey Stewart,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
James Stewart,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
Stephen Stewart,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
Edit Stift,F,Hungary,HUN,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Christian Stofer,M,Switzerland,SUI,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Florian Stofer,M,Switzerland,SUI,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Nikola Stoji,M,Serbia and Montenegro,SCG,2004,Athina,Rowing,Rowing Men's Coxless Pairs,No medal
Simona Strimbeschi-muat,F,Romania,ROU,2004,Athina,Rowing,Rowing Women's Double Sculls,No medal
Philipp Ster,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Simon Strm,M,Switzerland,SUI,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Su Hui,M,China,CHN,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Viorica Susanu,F,Romania,ROU,2004,Athina,Rowing,Rowing Women's Coxless Pairs,Gold
Viorica Susanu,F,Romania,ROU,2004,Athina,Rowing,Rowing Women's Coxed Eights,Gold
Frida Svensson,F,Sweden,SWE,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Aleksey Svirin,M,Russia,RUS,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,Gold
Robert Sycz,M,Poland,POL,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,Gold
Ondej Synek,M,Czech Republic,CZE,2004,Athina,Rowing,Rowing Men's Double Sculls,No medal
Stefan Szczurowski,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
Daisaku Takeda,M,Japan,JPN,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Angela Tama-alupei,F,Romania,ROU,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,Gold
Milka Tancheva,F,Bulgaria,BUL,2004,Athina,Rowing,Rowing Women's Coxless Pairs,No medal
Helen Tanger,F,Netherlands,NED,2004,Athina,Rowing,Rowing Women's Coxed Eights,Bronze
Dailin Aguilar,F,Cuba,CUB,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Paul Teti,M,United States,USA,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Peter Thiede,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Johanne (-risbjerg),F,Denmark,DEN,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Sebastian Thormann,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Patrick Todd,M,United States,USA,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Milo Tomi,M,Serbia and Montenegro,SCG,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
James Tomkins,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxless Pairs,Gold
Michael Toon,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
Miroslava Knapkov,F,Czech Republic,CZE,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Pascal Touron,M,France,FRA,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,Silver
Gearid Towey,M,Ireland,IRL,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Aldo Tramontano,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Andrew Hodge,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Ibtissem Trimch,F,Tunisia,TUN,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Daniel Trojanowski,M,Poland,POL,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Maja Tucholke,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Robert Tucker,M,United States,USA,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Olaf Tufte,M,Norway,NOR,2004,Athina,Rowing,Rowing Men's Single Sculls,Gold
Robert Twaddle,M,New Zealand,NZL,2004,Athina,Rowing,Rowing Men's Coxless Pairs,No medal
Kahori Uchiyama,F,Japan,JPN,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Kazushige Ura,M,Japan,JPN,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Jochen Urban,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Veljko Uroevi,M,Serbia and Montenegro,SCG,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Yelena Usarova,F,Uzbekistan,UZB,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Michal Vabrouek,M,Czech Republic,CZE,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Wouter Fraenen,M,Belgium,BEL,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Kirsten (-aardewijn),F,Netherlands,NED,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
Gerard Linden,M,Netherlands,NED,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Marit Eupen,F,Netherlands,NED,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
Pauline Roessel,F,Canada,CAN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Annemarieke Rumpt,F,Netherlands,NED,2004,Athina,Rowing,Rowing Women's Coxed Eights,Bronze
Tams Varga,M,Hungary,HUN,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
scar Ochoa,M,Chile,CHI,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Matthijs Vellenga,M,Netherlands,NED,2004,Athina,Rowing,Rowing Men's Coxed Eights,Silver
Simone Venier,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Gijsbert Vermeulen,M,Netherlands,NED,2004,Athina,Rowing,Rowing Men's Coxed Eights,Silver
Sbastien Vielledent,M,France,FRA,2004,Athina,Rowing,Rowing Men's Double Sculls,Gold
Oleg Vinogradov,M,Estonia,EST,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Petr Vitsek,M,Czech Republic,CZE,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Stephan Volkert,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Vladimir Volodenkov,M,Russia,RUS,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Bryan Volpenhein,M,United States,USA,2004,Athina,Rowing,Rowing Men's Coxed Eights,Gold
Andr Vonarburg,M,Switzerland,SUI,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Mariya Vorona,F,Belarus,BLR,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Damir Vuii,M,Croatia,CRO,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Sonia (scown-),F,New Zealand,NZL,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Bernd Wakolbinger,M,Austria,AUT,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Peggy Waleska,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Double Sculls,Silver
Luke Walton,M,United States,USA,2004,Athina,Rowing,Rowing Men's Coxless Pairs,No medal
Wang Ming-hui,M,Chinese Taipei,TPE,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Steve Warner,M,United States,USA,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Lenka (-dienstbach),F,Germany,GER,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Froukje Wegman,F,Netherlands,NED,2004,Athina,Rowing,Rowing Women's Coxed Eights,Bronze
Stuart Welch,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
Matthew Wells,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Double Sculls,No medal
Peter Wells,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
A. West,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Kieran West,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Jacob Wetzel,M,Canada,CAN,2004,Athina,Rowing,Rowing Men's Coxless Fours,Silver
Michael Wherley,M,United States,USA,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Mary Whipple,F,United States,USA,2004,Athina,Rowing,Rowing Women's Coxed Eights,Silver
