Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Sawomir Kruszkowski,M,Poland,POL,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Jochen Khner,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Martin Khner,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
David Kuiper,M,Netherlands,NED,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Misaki Kumakura,F,Japan,JPN,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Ante Kuurin,M,Croatia,CRO,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Igor Kuzmin,M,Estonia,EST,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Matthew Langridge,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
Giuseppe Lanzone,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Thomas Larsen,M,Denmark,DEN,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Vladimir Latin,M,Estonia,EST,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Thomas Laurich,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Elise (-sherwell),F,Great Britain,GBR,2008,Beijing,Rowing,Rowing Women's Double Sculls,Bronze
Law Fung,M,Hong Kong,HKG,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Lee Man,F,Hong Kong,HKG,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Tom Lehmann,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Jrg Lehnigk,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Kirill Lemeshkevich,M,Belarus,BLR,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Raffaello Leonardo,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Yuliya Levina,F,Russia,RUS,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,No medal
Michael Lewis,M,Canada,CAN,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
Li Qin,F,China,CHN,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Nataliya Lialchuk-mustafeyeva,F,Ukraine,UKR,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,No medal
Kevin Light,M,Canada,CAN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
Caroline Lind,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
James Lindsay-fynn,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Liu Zhen,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Samuel Loch,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Eleanor Logan,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
Patrick Salas,M,Mexico,MEX,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Brendan Long,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Reinder Lubbers,M,Netherlands,NED,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Thomas Lucy,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
Elia Luini,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Manuela Lutze,F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,Bronze
Vadim Lyalin,M,Belarus,BLR,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Oleh Lykov,M,Ukraine,UKR,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Jean-Baptiste Macquet,M,France,FRA,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Tim Maeyens,M,Belgium,BEL,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Jakub Makovika,M,Czech Republic,CZE,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Heather Mandoli,F,Canada,CAN,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
James Marburg,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Coxless Fours,Silver
Darcy Marquardt,F,Canada,CAN,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Ismaray Arias,F,Cuba,CUB,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Bruno Antunes,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Paul Mattick,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Kirsten Mccann,F,South Africa,RSA,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Marcus Mcelhenney,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
Portia Mcgee,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,No medal
Cameron Mckenzie-mcharg,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Coxless Fours,Silver
James Mcrae,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Nuno Mendes,M,Portugal,POR,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Florian Mennigen,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Larisa Merk,F,Russia,RUS,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,No medal
Carl Meyer,M,New Zealand,NZL,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Lindsay Meyer,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,No medal
Marcello Miani,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Julia Michalska,F,Poland,POL,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Anna Mickelson-cummins,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,No medal
Anna Mickelson-cummins,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
Denis Migal,M,Belarus,BLR,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Sonia Mills,F,Australia,AUS,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Nikita Morgachov,M,Russia,RUS,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Christopher Morgan,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Andranne Morin,F,Canada,CAN,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Carlo Mornati,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Niccol Mornati,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Dorian Mortelette,M,France,FRA,2008,Beijing,Rowing,Rowing Men's Coxless Fours,Bronze
Dimitris Mougios,M,Greece,GRE,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Silver
Cathal Moynihan,M,Ireland,IRL,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Eric Murray,M,New Zealand,NZL,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Matthew Mwange,M,Kenya,KEN,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Philipp Naruhn,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Ruslan Naurzaliyev,M,Uzbekistan,UZB,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Ionelia Neacu,F,Romania,ROU,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Karel Jr.,M,Czech Republic,CZE,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Acer Nethercott,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
Marco Neumann,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Brett Newlin,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Morten Nielsen,M,Denmark,DEN,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Minna Nieminen,F,Finland,FIN,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,Silver
Anderson Nocetti,M,Brazil,BRA,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Daniel Noonan,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Yevgeny Nosov,M,Belarus,BLR,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Aleksandr Novikov,M,Belarus,BLR,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Haidar Nozad,M,Iraq,IRQ,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Iva Obradovi,F,Serbia,SRB,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Caroline O'connor,F,Great Britain,GBR,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Olena (senkiv-),F,Ukraine,UKR,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,No medal
Catriona Oliver-sens,F,Australia,AUS,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Katrin Olsen,F,Denmark,DEN,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Sean O'neill,M,Ireland,IRL,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Aleksandra Opachanova,F,Kazakhstan,KAZ,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Britta Oppelt,F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,Bronze
Sarah Outhwaite-tait,F,Australia,AUS,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Natasha Page,F,Great Britain,GBR,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Ioana Papuc-rotaru,F,Romania,ROU,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze
Thomas Paradiso,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Daniel Parsons,M,Canada,CAN,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
Alexander Partridge,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
Inne Pascal-pretre,F,France,FRA,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,No medal
Elizabeth Patrick,F,Australia,AUS,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Volodymyr Pavlovskiy,M,Ukraine,UKR,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Bartomiej Paweczak,M,Poland,POL,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
ukasz Pawowski,M,Poland,POL,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
Pierre-Jean Peltier,M,France,FRA,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,Bronze
Andreas Penkner,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Yunior Aguilera,M,Cuba,CUB,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Lila Rivero,F,Mexico,MEX,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Lia Pernell,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,No medal
Erwan Peron,M,France,FRA,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Wesley Piermarini,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Constana Pipot-burcic,F,Romania,ROU,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze
Miha Pirih,M,Slovenia,SLO,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Toma Pirih,M,Slovenia,SLO,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Bart Poelvoorde,M,Belgium,BEL,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Vasilios Polymeros,M,Greece,GRE,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Silver
Brooke Pratley,F,Australia,AUS,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Brian Price,M,Canada,CAN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
Zachary Purchase,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Gold
Qu Xiaoming,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Rasmus Hansen,M,Denmark,DEN,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
Marty Rabjohns,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Christophe Raes,M,Belgium,BEL,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Guillaume Raineau,M,France,FRA,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Simone Raineri,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,Silver
Allar Raja,M,Estonia,EST,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Amin Ramadan,M,Egypt,EGY,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Pawe Rada,M,Poland,POL,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
Juliane Rasmussen,F,Denmark,DEN,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Mads (-kirke),M,Denmark,DEN,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
Mathias Raymond,M,Monaco,MON,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Peter Reed,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Coxless Fours,Gold
Louisa Reeve,F,Great Britain,GBR,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,No medal
Louisa Reeve,F,Great Britain,GBR,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Katrin Reinert,F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Roline Driel,F,Netherlands,NED,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Silver
Valery Rodevich,M,Belarus,BLR,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Beth Rodford,F,Great Britain,GBR,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Benjamin Rondeau,M,France,FRA,2008,Beijing,Rowing,Rowing Men's Coxless Fours,Bronze
Stephen Rowbotham,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Double Sculls,Bronze
Rok Rozman,M,Slovenia,SLO,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Jane (-thornton),F,Canada,CAN,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Annina Ruppel,F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Benjamin Rutledge,M,Canada,CAN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
Matthew Ryan,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Coxless Fours,Silver
Igor Salov,M,Russia,RUS,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Leandro Rattaro,M,Uruguay,URU,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Maria Sancassani,F,Italy,ITA,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Alessio Sartori,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
John Sasi,M,Canada,CAN,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Pippa Savage,F,Australia,AUS,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Laura Schiavone,F,Italy,ITA,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Stephanie Schiller,F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,Bronze
Richard Schmidt,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Sebastian Schmidt,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Nadine Schmutzler,F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Matthew Schnobrich,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
Jost Schmann-finck,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Christian Schreiber,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
James Schroeder,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Bastian Seibt,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Toni Seifert,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Dominic Seiterle,M,Canada,CAN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
Mohsen Naghadeh,M,Iran,IRI,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Stanislav Shcherbachenya,M,Belarus,BLR,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Lindsay Shoop,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
Margot Shumway,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,No medal
Pavel Shurmey,M,Belarus,BLR,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Olivier Siegelaar,M,Netherlands,NED,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Sarah Siegelaar,F,Netherlands,NED,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Silver
Diederik Simon,M,Netherlands,NED,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Sin Yeong-eun,F,South Korea,KOR,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Manjit Singh,M,India,IND,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Nika Skelin,M,Croatia,CRO,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Sinia Skelin,M,Croatia,CRO,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Todd Skipworth,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Colin Smith,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
Marlies Smulders,F,Netherlands,NED,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Silver
Ivo Snijders,M,Netherlands,NED,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
So Wah,M,Hong Kong,HKG,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Thomas Solesbury,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Franck Solforosi,M,France,FRA,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Song Kai,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Luka Pik,M,Slovenia,SLO,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Nikolay Spinev,M,Russia,RUS,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Svitlana Spiriukhova,F,Ukraine,UKR,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,No medal
Thomas Stallard,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
Micha Stawowski,M,Poland,POL,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Mitchel Steenman,M,Netherlands,NED,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Romina Stefancic,F,Canada,CAN,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Sanna Stn,F,Finland,FIN,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,Silver
Jeremy Stevenson,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Stephen Stewart,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Sam Stitt,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Nikola Stoji,M,Serbia,SRB,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Simona Strimbeschi-muat,F,Romania,ROU,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze
Sun Jie,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Viorica Susanu,F,Romania,ROU,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,Gold
Viorica Susanu,F,Romania,ROU,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze
Frida Svensson,F,Sweden,SWE,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Aleksey Svirin,M,Russia,RUS,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Cameron Sylvester,M,Canada,CAN,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Ondej Synek,M,Czech Republic,CZE,2008,Beijing,Rowing,Rowing Men's Single Sculls,Silver
Kaspar Taimsoo,M,Estonia,EST,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Daisaku Takeda,M,Japan,JPN,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Bajrang Takhar,M,India,IND,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Tang Bin,F,China,CHN,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,Gold
Helen Tanger,F,Netherlands,NED,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Silver
Kateryna Tarasenko,F,Ukraine,UKR,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Peter Taylor,M,New Zealand,NZL,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Paul Teti,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Peter Thiede,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Annekatrin Thiele,F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Double Sculls,Silver
Lesley Thompson-willie,F,Canada,CAN,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Tian Jun,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Tian Liang,F,China,CHN,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Fabien Tilliet,M,France,FRA,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Patrick Todd,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Ellen Tomek,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
James Tomkins,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Miroslava Knapkov,F,Czech Republic,CZE,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Miroslava Knapkov,F,Czech Republic,CZE,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Gearid Towey,M,Ireland,IRL,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Andrew Hodge,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Coxless Fours,Gold
Daniel Trojanowski,M,Poland,POL,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Alexandra Tsiavou,F,Greece,GRE,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Olaf Tufte,M,Norway,NOR,2008,Beijing,Rowing,Rowing Men's Single Sculls,Gold
Robert Twaddle,M,New Zealand,NZL,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,Bronze
Emma Twigg,F,New Zealand,NZL,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Zoe Uphill,F,Australia,AUS,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,No medal
Kazushige Ura,M,Japan,JPN,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Jochen Urban,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Jochen Urban,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Storm Uru,M,New Zealand,NZL,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Kirsten (-aardewijn),F,Netherlands,NED,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,Gold
Gerard Linden,M,Netherlands,NED,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Marit Eupen,F,Netherlands,NED,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,Gold
Annemarieke Rumpt,F,Netherlands,NED,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Silver
Douglas Vandor,M,Canada,CAN,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Gabriela Vaekov,F,Czech Republic,CZE,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Tams Varga,M,Hungary,HUN,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Ana Palomo,F,El Salvador,ESA,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
scar Ochoa,M,Chile,CHI,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Mario Veki,M,Croatia,CRO,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Yaima Falcn,F,Cuba,CUB,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Matthijs Vellenga,M,Netherlands,NED,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Simone Venier,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,Silver
Gijsbert Vermeulen,M,Netherlands,NED,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Annabel Vernon,F,Great Britain,GBR,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,Silver
Petr Vitsek,M,Czech Republic,CZE,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Jiri Vlcek,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Bryan Volpenhein,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
Andr Vonarburg,M,Switzerland,SUI,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Nataliya Voronova,F,Kazakhstan,KAZ,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Robert Waddell,M,New Zealand,NZL,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Daniel Walsh,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
Wang Jingfeng,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Wang Ming-hui,M,Chinese Taipei,TPE,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Wang Xiangdang,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Konrad Wasielewski,M,Poland,POL,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,Gold
Lenka (-dienstbach),F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,No medal
Lenka (-dienstbach),F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Matthew Wells,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Double Sculls,Bronze
